Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Alcoholic hepatitis,swelling_of_stomach,stomach_bleeding,yellowish_skin,history_of_alcohol_consumption,fluid_overload,distention_of_abdomen,,,,,,,,,,,
Alcoholic hepatitis,swelling_of_stomach,abdominal_pain,fluid_overload,history_of_alcohol_consumption,stomach_bleeding,distention_of_abdomen,,,,,,,,,,,
Alcoholic hepatitis,stomach_bleeding,vomiting,yellowish_skin,abdominal_pain,distention_of_abdomen,fluid_overload,history_of_alcohol_consumption,,,,,,,,,,
Alcoholic hepatitis,stomach_bleeding,history_of_alcohol_consumption,distention_of_abdomen,swelling_of_stomach,yellowish_skin,vomiting,fluid_overload,,,,,,,,,,
Alcoholic hepatitis,stomach_bleeding,vomiting,swelling_of_stomach,fluid_overload,yellowish_skin,abdominal_pain,distention_of_abdomen,,,,,,,,,,
Alcoholic hepatitis,swelling_of_stomach,vomiting,abdominal_pain,fluid_overload,history_of_alcohol_consumption,stomach_bleeding,,,,,,,,,,,
Alcoholic hepatitis,fluid_overload,swelling_of_stomach,stomach_bleeding,vomiting,abdominal_pain,,,,,,,,,,,,
Alcoholic hepatitis,yellowish_skin,history_of_alcohol_consumption,swelling_of_stomach,distention_of_abdomen,stomach_bleeding,abdominal_pain,,,,,,,,,,,
Alcoholic hepatitis,history_of_alcohol_consumption,abdominal_pain,vomiting,distention_of_abdomen,stomach_bleeding,swelling_of_stomach,fluid_overload,,,,,,,,,,
Alcoholic hepatitis,yellowish_skin,abdominal_pain,vomiting,distention_of_abdomen,swelling_of_stomach,,,,,,,,,,,,
Alcoholic hepatitis,yellowish_skin,distention_of_abdomen,stomach_bleeding,fluid_overload,abdominal_pain,,,,,,,,,,,,
Alcoholic hepatitis,swelling_of_stomach,stomach_bleeding,history_of_alcohol_consumption,distention_of_abdomen,vomiting,,,,,,,,,,,,
Alcoholic hepatitis,distention_of_abdomen,stomach_bleeding,history_of_alcohol_consumption,fluid_overload,vomiting,abdominal_pain,swelling_of_stomach,,,,,,,,,,
Alcoholic hepatitis,stomach_bleeding,history_of_alcohol_consumption,swelling_of_stomach,distention_of_abdomen,vomiting,fluid_overload,abdominal_pain,yellowish_skin,,,,,,,,,
Alcoholic hepatitis,fluid_overload,swelling_of_stomach,history_of_alcohol_consumption,abdominal_pain,stomach_bleeding,yellowish_skin,distention_of_abdomen,,,,,,,,,,
Alcoholic hepatitis,vomiting,distention_of_abdomen,yellowish_skin,swelling_of_stomach,history_of_alcohol_consumption,fluid_overload,stomach_bleeding,,,,,,,,,,
Alcoholic hepatitis,distention_of_abdomen,yellowish_skin,stomach_bleeding,history_of_alcohol_consumption,abdominal_pain,,,,,,,,,,,,
Alcoholic hepatitis,swelling_of_stomach,distention_of_abdomen,stomach_bleeding,history_of_alcohol_consumption,yellowish_skin,vomiting,fluid_overload,abdominal_pain,,,,,,,,,
Alcoholic hepatitis,stomach_bleeding,fluid_overload,yellowish_skin,history_of_alcohol_consumption,distention_of_abdomen,abdominal_pain,swelling_of_stomach,,,,,,,,,,
Alcoholic hepatitis,yellowish_skin,history_of_alcohol_consumption,swelling_of_stomach,distention_of_abdomen,stomach_bleeding,abdominal_pain,,,,,,,,,,,
Alcoholic hepatitis,abdominal_pain,history_of_alcohol_consumption,vomiting,stomach_bleeding,distention_of_abdomen,,,,,,,,,,,,
Alcoholic hepatitis,abdominal_pain,distention_of_abdomen,yellowish_skin,fluid_overload,history_of_alcohol_consumption,swelling_of_stomach,vomiting,,,,,,,,,,
Alcoholic hepatitis,fluid_overload,vomiting,history_of_alcohol_consumption,abdominal_pain,stomach_bleeding,swelling_of_stomach,distention_of_abdomen,yellowish_skin,,,,,,,,,
Alcoholic hepatitis,vomiting,swelling_of_stomach,yellowish_skin,abdominal_pain,history_of_alcohol_consumption,fluid_overload,distention_of_abdomen,stomach_bleeding,,,,,,,,,
Alcoholic hepatitis,abdominal_pain,fluid_overload,vomiting,stomach_bleeding,history_of_alcohol_consumption,swelling_of_stomach,yellowish_skin,distention_of_abdomen,,,,,,,,,
Alcoholic hepatitis,history_of_alcohol_consumption,fluid_overload,stomach_bleeding,vomiting,swelling_of_stomach,distention_of_abdomen,yellowish_skin,abdominal_pain,,,,,,,,,
Jaundice,itching,fatigue,abdominal_pain,vomiting,high_fever,yellowish_skin,yellowing_of_eyes,weight_loss,loss_of_appetite,dark_urine,,,,,,,
Jaundice,vomiting,weight_loss,high_fever,loss_of_appetite,yellowish_skin,abdominal_pain,dark_urine,itching,fatigue,yellowing_of_eyes,,,,,,,
Jaundice,nausea,yellowing_of_eyes,high_fever,itching,yellowish_skin,vomiting,loss_of_appetite,dark_urine,fatigue,,,,,,,,
Jaundice,high_fever,weight_loss,abdominal_pain,itching,dark_urine,vomiting,loss_of_appetite,fatigue,yellowing_of_eyes,nausea,yellowish_skin,,,,,,
Jaundice,vomiting,loss_of_appetite,weight_loss,dark_urine,abdominal_pain,nausea,yellowish_skin,itching,fatigue,,,,,,,,
Jaundice,dark_urine,yellowing_of_eyes,abdominal_pain,vomiting,itching,nausea,fatigue,weight_loss,loss_of_appetite,yellowish_skin,high_fever,,,,,,
Jaundice,fatigue,yellowing_of_eyes,abdominal_pain,weight_loss,loss_of_appetite,high_fever,yellowish_skin,itching,,,,,,,,,
Jaundice,weight_loss,nausea,dark_urine,yellowing_of_eyes,abdominal_pain,loss_of_appetite,fatigue,itching,,,,,,,,,
Jaundice,nausea,yellowing_of_eyes,vomiting,yellowish_skin,loss_of_appetite,abdominal_pain,fatigue,high_fever,,,,,,,,,
Jaundice,vomiting,high_fever,abdominal_pain,itching,loss_of_appetite,yellowing_of_eyes,yellowish_skin,dark_urine,weight_loss,nausea,fatigue,,,,,,
Jaundice,dark_urine,yellowish_skin,yellowing_of_eyes,high_fever,vomiting,weight_loss,itching,nausea,fatigue,loss_of_appetite,,,,,,,
Jaundice,nausea,fatigue,dark_urine,weight_loss,itching,high_fever,yellowish_skin,abdominal_pain,yellowing_of_eyes,,,,,,,,
Jaundice,abdominal_pain,yellowish_skin,yellowing_of_eyes,fatigue,loss_of_appetite,vomiting,weight_loss,high_fever,dark_urine,nausea,itching,,,,,,
Jaundice,abdominal_pain,itching,yellowing_of_eyes,weight_loss,dark_urine,high_fever,fatigue,loss_of_appetite,nausea,vomiting,,,,,,,
Jaundice,vomiting,weight_loss,high_fever,loss_of_appetite,yellowish_skin,fatigue,nausea,abdominal_pain,yellowing_of_eyes,itching,,,,,,,
Jaundice,loss_of_appetite,yellowing_of_eyes,weight_loss,itching,fatigue,abdominal_pain,vomiting,high_fever,nausea,,,,,,,,
Jaundice,yellowish_skin,high_fever,dark_urine,vomiting,fatigue,yellowing_of_eyes,weight_loss,loss_of_appetite,abdominal_pain,itching,,,,,,,
Jaundice,yellowish_skin,vomiting,abdominal_pain,high_fever,yellowing_of_eyes,nausea,weight_loss,dark_urine,fatigue,,,,,,,,
Jaundice,weight_loss,vomiting,fatigue,itching,loss_of_appetite,nausea,high_fever,dark_urine,abdominal_pain,yellowish_skin,,,,,,,
Jaundice,nausea,dark_urine,abdominal_pain,vomiting,high_fever,yellowing_of_eyes,itching,fatigue,weight_loss,loss_of_appetite,yellowish_skin,,,,,,
Jaundice,loss_of_appetite,nausea,weight_loss,vomiting,fatigue,abdominal_pain,high_fever,itching,,,,,,,,,
Jaundice,vomiting,yellowing_of_eyes,high_fever,weight_loss,nausea,dark_urine,loss_of_appetite,yellowish_skin,itching,fatigue,,,,,,,
Jaundice,nausea,loss_of_appetite,vomiting,yellowing_of_eyes,itching,dark_urine,high_fever,weight_loss,,,,,,,,,
Jaundice,dark_urine,high_fever,fatigue,yellowish_skin,yellowing_of_eyes,weight_loss,itching,nausea,loss_of_appetite,abdominal_pain,,,,,,,
Jaundice,dark_urine,abdominal_pain,weight_loss,loss_of_appetite,yellowing_of_eyes,yellowish_skin,itching,fatigue,vomiting,,,,,,,,
Jaundice,weight_loss,itching,dark_urine,abdominal_pain,nausea,vomiting,yellowish_skin,loss_of_appetite,yellowing_of_eyes,,,,,,,,
Jaundice,yellowish_skin,yellowing_of_eyes,itching,abdominal_pain,dark_urine,vomiting,nausea,fatigue,weight_loss,loss_of_appetite,high_fever,,,,,,
Jaundice,fatigue,itching,dark_urine,loss_of_appetite,weight_loss,abdominal_pain,yellowish_skin,yellowing_of_eyes,high_fever,vomiting,,,,,,,
Jaundice,abdominal_pain,yellowing_of_eyes,fatigue,itching,nausea,weight_loss,yellowish_skin,vomiting,dark_urine,loss_of_appetite,,,,,,,
Jaundice,fatigue,yellowing_of_eyes,high_fever,itching,nausea,abdominal_pain,vomiting,loss_of_appetite,dark_urine,,,,,,,,
Jaundice,itching,yellowish_skin,dark_urine,fatigue,abdominal_pain,yellowing_of_eyes,loss_of_appetite,high_fever,weight_loss,,,,,,,,
Jaundice,weight_loss,high_fever,loss_of_appetite,abdominal_pain,vomiting,dark_urine,nausea,itching,,,,,,,,,
Jaundice,weight_loss,fatigue,yellowish_skin,abdominal_pain,high_fever,yellowing_of_eyes,itching,vomiting,dark_urine,,,,,,,,
Jaundice,abdominal_pain,high_fever,yellowish_skin,dark_urine,loss_of_appetite,fatigue,nausea,vomiting,itching,,,,,,,,
Jaundice,fatigue,loss_of_appetite,dark_urine,high_fever,abdominal_pain,yellowing_of_eyes,nausea,weight_loss,vomiting,itching,,,,,,,
Jaundice,high_fever,abdominal_pain,loss_of_appetite,dark_urine,weight_loss,vomiting,fatigue,yellowish_skin,yellowing_of_eyes,,,,,,,,
Jaundice,abdominal_pain,yellowish_skin,weight_loss,dark_urine,nausea,loss_of_appetite,yellowing_of_eyes,vomiting,,,,,,,,,
Jaundice,yellowing_of_eyes,abdominal_pain,loss_of_appetite,yellowish_skin,vomiting,high_fever,weight_loss,dark_urine,nausea,fatigue,,,,,,,
Jaundice,yellowish_skin,fatigue,dark_urine,loss_of_appetite,abdominal_pain,nausea,high_fever,itching,,,,,,,,,
Jaundice,nausea,dark_urine,fatigue,yellowish_skin,abdominal_pain,vomiting,high_fever,itching,loss_of_appetite,yellowing_of_eyes,,,,,,,
Jaundice,high_fever,vomiting,yellowing_of_eyes,nausea,dark_urine,fatigue,abdominal_pain,loss_of_appetite,weight_loss,yellowish_skin,itching,,,,,,
Jaundice,nausea,high_fever,dark_urine,loss_of_appetite,yellowish_skin,fatigue,vomiting,yellowing_of_eyes,itching,abdominal_pain,,,,,,,
Jaundice,yellowing_of_eyes,abdominal_pain,loss_of_appetite,yellowish_skin,nausea,vomiting,dark_urine,fatigue,itching,,,,,,,,
Jaundice,nausea,abdominal_pain,fatigue,high_fever,itching,loss_of_appetite,weight_loss,dark_urine,yellowing_of_eyes,vomiting,yellowish_skin,,,,,,
Jaundice,yellowing_of_eyes,loss_of_appetite,weight_loss,yellowish_skin,fatigue,vomiting,dark_urine,abdominal_pain,high_fever,,,,,,,,
Jaundice,loss_of_appetite,dark_urine,weight_loss,itching,yellowing_of_eyes,nausea,abdominal_pain,vomiting,high_fever,fatigue,,,,,,,
Jaundice,abdominal_pain,yellowing_of_eyes,loss_of_appetite,vomiting,weight_loss,itching,fatigue,nausea,high_fever,,,,,,,,
Jaundice,vomiting,dark_urine,loss_of_appetite,weight_loss,yellowish_skin,nausea,itching,high_fever,,,,,,,,,
Jaundice,itching,nausea,weight_loss,abdominal_pain,vomiting,loss_of_appetite,yellowing_of_eyes,yellowish_skin,fatigue,,,,,,,,
Jaundice,itching,vomiting,high_fever,dark_urine,nausea,weight_loss,loss_of_appetite,yellowing_of_eyes,fatigue,,,,,,,,
Jaundice,dark_urine,high_fever,weight_loss,vomiting,nausea,itching,fatigue,loss_of_appetite,yellowish_skin,,,,,,,,
Jaundice,nausea,dark_urine,fatigue,yellowish_skin,yellowing_of_eyes,loss_of_appetite,vomiting,high_fever,weight_loss,abdominal_pain,,,,,,,
Jaundice,dark_urine,weight_loss,abdominal_pain,vomiting,loss_of_appetite,nausea,high_fever,fatigue,itching,yellowing_of_eyes,,,,,,,
Jaundice,abdominal_pain,high_fever,loss_of_appetite,vomiting,yellowish_skin,itching,nausea,weight_loss,fatigue,yellowing_of_eyes,dark_urine,,,,,,
Jaundice,vomiting,abdominal_pain,dark_urine,nausea,yellowish_skin,itching,weight_loss,yellowing_of_eyes,loss_of_appetite,high_fever,fatigue,,,,,,
Jaundice,itching,vomiting,dark_urine,abdominal_pain,nausea,fatigue,high_fever,yellowing_of_eyes,,,,,,,,,
Jaundice,dark_urine,weight_loss,high_fever,itching,yellowing_of_eyes,nausea,vomiting,loss_of_appetite,,,,,,,,,
Jaundice,high_fever,yellowing_of_eyes,weight_loss,nausea,yellowish_skin,loss_of_appetite,dark_urine,vomiting,fatigue,,,,,,,,
Jaundice,loss_of_appetite,vomiting,high_fever,itching,dark_urine,yellowing_of_eyes,yellowish_skin,fatigue,nausea,weight_loss,,,,,,,
Jaundice,dark_urine,nausea,weight_loss,itching,abdominal_pain,fatigue,high_fever,yellowing_of_eyes,,,,,,,,,
Jaundice,dark_urine,itching,high_fever,vomiting,yellowing_of_eyes,abdominal_pain,yellowish_skin,fatigue,,,,,,,,,
Jaundice,itching,fatigue,loss_of_appetite,dark_urine,nausea,weight_loss,yellowing_of_eyes,yellowish_skin,abdominal_pain,,,,,,,,
Jaundice,vomiting,abdominal_pain,itching,weight_loss,fatigue,yellowing_of_eyes,loss_of_appetite,yellowish_skin,,,,,,,,,
Jaundice,loss_of_appetite,yellowish_skin,high_fever,yellowing_of_eyes,vomiting,itching,dark_urine,fatigue,abdominal_pain,weight_loss,,,,,,,
Jaundice,itching,nausea,vomiting,abdominal_pain,dark_urine,high_fever,yellowing_of_eyes,loss_of_appetite,fatigue,weight_loss,yellowish_skin,,,,,,
Jaundice,yellowish_skin,nausea,vomiting,loss_of_appetite,dark_urine,weight_loss,itching,abdominal_pain,,,,,,,,,
Jaundice,vomiting,abdominal_pain,high_fever,itching,yellowing_of_eyes,fatigue,weight_loss,nausea,loss_of_appetite,,,,,,,,
Jaundice,high_fever,vomiting,abdominal_pain,fatigue,dark_urine,yellowing_of_eyes,weight_loss,nausea,,,,,,,,,
Jaundice,fatigue,nausea,vomiting,weight_loss,abdominal_pain,dark_urine,high_fever,yellowing_of_eyes,loss_of_appetite,yellowish_skin,,,,,,,
Jaundice,dark_urine,weight_loss,vomiting,abdominal_pain,high_fever,itching,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,,,,,,,
Jaundice,vomiting,abdominal_pain,high_fever,fatigue,yellowing_of_eyes,yellowish_skin,dark_urine,itching,loss_of_appetite,nausea,weight_loss,,,,,,
Jaundice,weight_loss,vomiting,yellowish_skin,yellowing_of_eyes,fatigue,itching,nausea,high_fever,,,,,,,,,
Jaundice,dark_urine,vomiting,yellowing_of_eyes,high_fever,loss_of_appetite,fatigue,yellowish_skin,abdominal_pain,weight_loss,,,,,,,,
Jaundice,yellowing_of_eyes,nausea,high_fever,vomiting,itching,abdominal_pain,fatigue,loss_of_appetite,yellowish_skin,,,,,,,,
Jaundice,nausea,abdominal_pain,loss_of_appetite,high_fever,yellowing_of_eyes,dark_urine,fatigue,weight_loss,,,,,,,,,
Jaundice,abdominal_pain,high_fever,loss_of_appetite,weight_loss,itching,dark_urine,fatigue,yellowish_skin,yellowing_of_eyes,vomiting,nausea,,,,,,
Jaundice,yellowish_skin,dark_urine,weight_loss,yellowing_of_eyes,fatigue,high_fever,abdominal_pain,vomiting,itching,loss_of_appetite,nausea,,,,,,
Jaundice,fatigue,dark_urine,abdominal_pain,yellowing_of_eyes,loss_of_appetite,yellowish_skin,nausea,weight_loss,vomiting,itching,high_fever,,,,,,
Jaundice,itching,nausea,yellowing_of_eyes,loss_of_appetite,abdominal_pain,fatigue,yellowish_skin,dark_urine,weight_loss,high_fever,vomiting,,,,,,
Jaundice,fatigue,high_fever,itching,nausea,dark_urine,loss_of_appetite,yellowish_skin,abdominal_pain,yellowing_of_eyes,vomiting,weight_loss,,,,,,
Jaundice,yellowing_of_eyes,high_fever,vomiting,nausea,loss_of_appetite,abdominal_pain,dark_urine,itching,,,,,,,,,
Jaundice,dark_urine,fatigue,weight_loss,vomiting,itching,abdominal_pain,nausea,high_fever,yellowing_of_eyes,yellowish_skin,loss_of_appetite,,,,,,
Jaundice,fatigue,loss_of_appetite,yellowing_of_eyes,high_fever,itching,nausea,abdominal_pain,weight_loss,vomiting,,,,,,,,
Jaundice,loss_of_appetite,weight_loss,yellowish_skin,high_fever,itching,dark_urine,fatigue,yellowing_of_eyes,abdominal_pain,,,,,,,,
Jaundice,nausea,abdominal_pain,vomiting,weight_loss,fatigue,itching,yellowish_skin,loss_of_appetite,yellowing_of_eyes,high_fever,,,,,,,
Jaundice,weight_loss,yellowish_skin,nausea,fatigue,vomiting,abdominal_pain,high_fever,dark_urine,itching,yellowing_of_eyes,,,,,,,
Jaundice,vomiting,yellowish_skin,nausea,itching,high_fever,weight_loss,dark_urine,yellowing_of_eyes,loss_of_appetite,fatigue,,,,,,,
Jaundice,vomiting,itching,high_fever,yellowing_of_eyes,loss_of_appetite,fatigue,yellowish_skin,nausea,,,,,,,,,
Jaundice,vomiting,abdominal_pain,yellowish_skin,fatigue,dark_urine,high_fever,itching,nausea,yellowing_of_eyes,weight_loss,,,,,,,
Jaundice,nausea,high_fever,fatigue,itching,vomiting,yellowing_of_eyes,abdominal_pain,dark_urine,yellowish_skin,weight_loss,loss_of_appetite,,,,,,
Jaundice,nausea,loss_of_appetite,itching,weight_loss,yellowing_of_eyes,high_fever,yellowish_skin,abdominal_pain,fatigue,dark_urine,,,,,,,
Jaundice,weight_loss,abdominal_pain,nausea,high_fever,vomiting,yellowish_skin,yellowing_of_eyes,itching,,,,,,,,,
Jaundice,yellowish_skin,loss_of_appetite,yellowing_of_eyes,abdominal_pain,weight_loss,fatigue,high_fever,nausea,dark_urine,itching,,,,,,,
Jaundice,fatigue,abdominal_pain,itching,dark_urine,high_fever,weight_loss,nausea,loss_of_appetite,yellowing_of_eyes,vomiting,,,,,,,
Jaundice,fatigue,loss_of_appetite,abdominal_pain,dark_urine,itching,weight_loss,nausea,high_fever,vomiting,yellowing_of_eyes,,,,,,,
Jaundice,nausea,weight_loss,abdominal_pain,yellowing_of_eyes,dark_urine,fatigue,yellowish_skin,loss_of_appetite,itching,high_fever,vomiting,,,,,,
Jaundice,fatigue,nausea,dark_urine,vomiting,abdominal_pain,weight_loss,high_fever,itching,loss_of_appetite,yellowish_skin,,,,,,,
Jaundice,yellowish_skin,weight_loss,itching,high_fever,vomiting,abdominal_pain,yellowing_of_eyes,dark_urine,fatigue,,,,,,,,
Jaundice,high_fever,yellowing_of_eyes,abdominal_pain,nausea,dark_urine,weight_loss,vomiting,fatigue,itching,loss_of_appetite,yellowish_skin,,,,,,
Jaundice,fatigue,high_fever,yellowing_of_eyes,weight_loss,loss_of_appetite,abdominal_pain,itching,yellowish_skin,vomiting,,,,,,,,
Jaundice,nausea,fatigue,high_fever,vomiting,yellowish_skin,abdominal_pain,dark_urine,yellowing_of_eyes,,,,,,,,,
Jaundice,abdominal_pain,vomiting,yellowish_skin,loss_of_appetite,fatigue,weight_loss,dark_urine,itching,yellowing_of_eyes,nausea,high_fever,,,,,,
Jaundice,itching,fatigue,high_fever,abdominal_pain,nausea,weight_loss,yellowing_of_eyes,vomiting,loss_of_appetite,dark_urine,yellowish_skin,,,,,,
Jaundice,yellowing_of_eyes,abdominal_pain,high_fever,yellowish_skin,vomiting,dark_urine,itching,fatigue,weight_loss,loss_of_appetite,,,,,,,
Jaundice,weight_loss,itching,high_fever,abdominal_pain,dark_urine,vomiting,loss_of_appetite,yellowing_of_eyes,yellowish_skin,nausea,fatigue,,,,,,
Jaundice,fatigue,vomiting,nausea,high_fever,abdominal_pain,loss_of_appetite,dark_urine,yellowish_skin,itching,weight_loss,yellowing_of_eyes,,,,,,
Jaundice,nausea,loss_of_appetite,fatigue,vomiting,abdominal_pain,yellowish_skin,yellowing_of_eyes,high_fever,weight_loss,dark_urine,itching,,,,,,
Jaundice,itching,dark_urine,weight_loss,fatigue,abdominal_pain,nausea,yellowing_of_eyes,vomiting,high_fever,yellowish_skin,loss_of_appetite,,,,,,
Jaundice,high_fever,loss_of_appetite,yellowish_skin,itching,vomiting,dark_urine,nausea,weight_loss,,,,,,,,,
Jaundice,yellowing_of_eyes,abdominal_pain,itching,vomiting,high_fever,nausea,yellowish_skin,dark_urine,,,,,,,,,
Jaundice,abdominal_pain,weight_loss,nausea,loss_of_appetite,itching,high_fever,dark_urine,yellowish_skin,yellowing_of_eyes,fatigue,,,,,,,
Jaundice,abdominal_pain,yellowish_skin,dark_urine,vomiting,weight_loss,nausea,yellowing_of_eyes,fatigue,high_fever,,,,,,,,
Jaundice,nausea,vomiting,loss_of_appetite,yellowish_skin,fatigue,high_fever,dark_urine,itching,yellowing_of_eyes,abdominal_pain,,,,,,,
Jaundice,weight_loss,itching,high_fever,yellowish_skin,nausea,vomiting,dark_urine,loss_of_appetite,abdominal_pain,,,,,,,,
Jaundice,yellowing_of_eyes,nausea,abdominal_pain,vomiting,fatigue,dark_urine,weight_loss,yellowish_skin,loss_of_appetite,high_fever,itching,,,,,,
Jaundice,itching,vomiting,high_fever,yellowish_skin,abdominal_pain,nausea,loss_of_appetite,yellowing_of_eyes,weight_loss,dark_urine,fatigue,,,,,,
Jaundice,dark_urine,yellowing_of_eyes,yellowish_skin,itching,fatigue,vomiting,weight_loss,high_fever,nausea,abdominal_pain,loss_of_appetite,,,,,,
Jaundice,loss_of_appetite,vomiting,yellowish_skin,nausea,high_fever,itching,weight_loss,yellowing_of_eyes,fatigue,,,,,,,,
Jaundice,fatigue,yellowing_of_eyes,weight_loss,vomiting,yellowish_skin,itching,loss_of_appetite,high_fever,,,,,,,,,
Jaundice,itching,dark_urine,nausea,abdominal_pain,vomiting,fatigue,loss_of_appetite,high_fever,yellowing_of_eyes,yellowish_skin,weight_loss,,,,,,
Hepatitis E,abdominal_pain,dark_urine,yellowing_of_eyes,fatigue,vomiting,nausea,loss_of_appetite,high_fever,coma,,,,,,,,
Hepatitis E,nausea,high_fever,loss_of_appetite,vomiting,abdominal_pain,fatigue,yellowing_of_eyes,yellowish_skin,coma,joint_pain,acute_liver_failure,,,,,,
Hepatitis E,joint_pain,high_fever,loss_of_appetite,dark_urine,acute_liver_failure,yellowish_skin,nausea,abdominal_pain,vomiting,,,,,,,,
Hepatitis E,coma,vomiting,high_fever,fatigue,yellowish_skin,yellowing_of_eyes,abdominal_pain,loss_of_appetite,nausea,acute_liver_failure,,,,,,,
Hepatitis E,fatigue,loss_of_appetite,abdominal_pain,yellowish_skin,vomiting,high_fever,dark_urine,yellowing_of_eyes,acute_liver_failure,coma,,,,,,,
Hepatitis E,nausea,dark_urine,yellowing_of_eyes,vomiting,acute_liver_failure,abdominal_pain,yellowish_skin,coma,joint_pain,high_fever,fatigue,loss_of_appetite,,,,,
Hepatitis E,nausea,dark_urine,fatigue,coma,abdominal_pain,yellowing_of_eyes,vomiting,high_fever,yellowish_skin,,,,,,,,
Hepatitis E,dark_urine,vomiting,fatigue,loss_of_appetite,yellowing_of_eyes,abdominal_pain,nausea,coma,acute_liver_failure,joint_pain,,,,,,,
Hepatitis E,dark_urine,acute_liver_failure,nausea,coma,yellowing_of_eyes,yellowish_skin,high_fever,abdominal_pain,fatigue,loss_of_appetite,vomiting,joint_pain,,,,,
Hepatitis E,fatigue,coma,yellowish_skin,yellowing_of_eyes,dark_urine,nausea,joint_pain,loss_of_appetite,acute_liver_failure,vomiting,abdominal_pain,high_fever,,,,,
Hepatitis E,nausea,yellowing_of_eyes,fatigue,coma,dark_urine,high_fever,yellowish_skin,acute_liver_failure,joint_pain,,,,,,,,
Hepatitis E,acute_liver_failure,joint_pain,nausea,fatigue,loss_of_appetite,high_fever,dark_urine,yellowing_of_eyes,vomiting,abdominal_pain,,,,,,,
Hepatitis E,coma,dark_urine,joint_pain,loss_of_appetite,high_fever,fatigue,acute_liver_failure,nausea,vomiting,yellowing_of_eyes,,,,,,,
Hepatitis E,yellowing_of_eyes,vomiting,yellowish_skin,nausea,dark_urine,joint_pain,acute_liver_failure,loss_of_appetite,coma,high_fever,,,,,,,
Hepatitis E,loss_of_appetite,abdominal_pain,joint_pain,yellowish_skin,dark_urine,high_fever,coma,acute_liver_failure,nausea,yellowing_of_eyes,vomiting,fatigue,,,,,
Hepatitis E,coma,acute_liver_failure,joint_pain,loss_of_appetite,yellowing_of_eyes,vomiting,nausea,yellowish_skin,dark_urine,abdominal_pain,high_fever,,,,,,
Hepatitis E,abdominal_pain,acute_liver_failure,fatigue,high_fever,coma,loss_of_appetite,dark_urine,vomiting,joint_pain,yellowing_of_eyes,yellowish_skin,nausea,,,,,
Hepatitis E,coma,nausea,loss_of_appetite,acute_liver_failure,yellowing_of_eyes,joint_pain,high_fever,vomiting,dark_urine,,,,,,,,
Hepatitis E,acute_liver_failure,fatigue,abdominal_pain,nausea,high_fever,joint_pain,yellowing_of_eyes,dark_urine,vomiting,yellowish_skin,,,,,,,
Hepatitis E,joint_pain,acute_liver_failure,abdominal_pain,yellowish_skin,yellowing_of_eyes,vomiting,high_fever,fatigue,nausea,,,,,,,,
Hepatitis E,high_fever,nausea,loss_of_appetite,acute_liver_failure,joint_pain,abdominal_pain,yellowish_skin,vomiting,coma,dark_urine,,,,,,,
Hepatitis E,coma,high_fever,nausea,joint_pain,dark_urine,loss_of_appetite,yellowing_of_eyes,fatigue,yellowish_skin,,,,,,,,
Hepatitis E,yellowing_of_eyes,fatigue,joint_pain,abdominal_pain,dark_urine,high_fever,acute_liver_failure,yellowish_skin,coma,nausea,loss_of_appetite,vomiting,,,,,
Hepatitis E,yellowing_of_eyes,dark_urine,vomiting,high_fever,acute_liver_failure,joint_pain,loss_of_appetite,nausea,yellowish_skin,abdominal_pain,coma,,,,,,
Hepatitis E,nausea,vomiting,loss_of_appetite,dark_urine,joint_pain,yellowish_skin,yellowing_of_eyes,acute_liver_failure,abdominal_pain,coma,fatigue,,,,,,
Hepatitis E,joint_pain,yellowish_skin,coma,acute_liver_failure,high_fever,yellowing_of_eyes,fatigue,loss_of_appetite,abdominal_pain,,,,,,,,
Hepatitis E,vomiting,acute_liver_failure,high_fever,dark_urine,yellowing_of_eyes,yellowish_skin,abdominal_pain,joint_pain,fatigue,loss_of_appetite,nausea,,,,,,
Hepatitis E,yellowish_skin,loss_of_appetite,dark_urine,yellowing_of_eyes,joint_pain,vomiting,acute_liver_failure,coma,abdominal_pain,high_fever,nausea,fatigue,,,,,
Hepatitis E,yellowish_skin,loss_of_appetite,vomiting,acute_liver_failure,abdominal_pain,coma,fatigue,joint_pain,nausea,dark_urine,high_fever,yellowing_of_eyes,,,,,
Hepatitis E,acute_liver_failure,vomiting,nausea,abdominal_pain,high_fever,loss_of_appetite,dark_urine,joint_pain,yellowing_of_eyes,yellowish_skin,fatigue,coma,,,,,
Hepatitis E,nausea,abdominal_pain,coma,vomiting,acute_liver_failure,yellowish_skin,yellowing_of_eyes,high_fever,dark_urine,loss_of_appetite,fatigue,joint_pain,,,,,
Hepatitis E,fatigue,nausea,vomiting,loss_of_appetite,joint_pain,dark_urine,coma,abdominal_pain,acute_liver_failure,high_fever,,,,,,,
Hepatitis E,dark_urine,high_fever,yellowish_skin,coma,vomiting,yellowing_of_eyes,fatigue,acute_liver_failure,abdominal_pain,loss_of_appetite,,,,,,,
